"#AUTHID","STATUS","sEXT","sNEU","sAGR","sCON","sOPN","cEXT","cNEU","cAGR","cCON","cOPN","DATE","NETWORKSIZE","BETWEENNESS","NBETWEENNESS","DENSITY","BROKERAGE","NBROKERAGE","TRANSITIVITY"
"e4a512374eee079d2b8acc2ce69990d5","Read as I get angry in my latest article. http:////www.examiner.com//examiner//x-24676-Gainesville-Film-Industry-Examiner~y2009m10d11-STOP-THIS-MAN",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",10/11/09 11:00 PM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","wants to thank you in his latest article. http:////www.examiner.com//examiner//x-24676-Gainesville-Film-Industry-Examiner~y2009m10d20-Im-So-Proud-of-You",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",10/20/09 10:58 PM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","*PROPNAME* is almost plays almost as bad as *PROPNAME*.",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",09/27/09 10:23 PM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","I'd rather steal your whiskey than your heart in conversation.",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",10/27/09 10:14 PM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","Read this and get excited for films. http:////www.examiner.com//x-24676-Gainesville-Film-Industry-Examiner~y2009m10d13-Revolution",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",10/14/09 03:44 AM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","Just like I called it. *PROPNAME* put up zeros across the board today.",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",09/13/09 08:38 PM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","Read about *PROPNAME* on my site page. He's a real happening dude. http:////www.examiner.com//examiner//x-24676-Gainesville-Film-Industry-Examiner~y2009m10d16-Richard-Kidd-Man-of-1000-effects",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",10/16/09 07:29 PM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","I hope everyone else enjoys their NFL Sunday. I'll be taking the GRE.",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",10/25/09 03:55 PM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","Read about where you can see some vampires.http:////www.examiner.com//x-24676-Gainesville-Film-Industry-Examiner~y2009m10d26-ALL-VAMPIRES-ALL-WEEK",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",10/26/09 05:39 AM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","just cries and cries without ever knowing why.",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",11/01/09 09:16 PM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","I went to bed at midnight last night and woke up at 5:30pm. Whoa.",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",11/03/09 12:19 AM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","*PROPNAME* is an asshole.",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",11/11/09 05:18 PM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","Getting letters of recommendation is a stress.",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",11/10/09 04:34 PM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","Wrote a quick article on *PROPNAME*. Check it out. http:////www.examiner.com//examiner//x-24676-Gainesville-Film-Industry-Examiner~y2009m11d2-Roger-Beebe",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",11/03/09 01:41 AM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","didn't know it was the forest spirit that made the plants grow.",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",11/07/09 07:57 PM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","Read about what's playing at the *PROPNAME* Union, dammit! http:////www.examiner.com//examiner//x-24676-Gainesville-Film-Industry-Examiner~y2009m10d19-Adam",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",10/19/09 04:36 AM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","Is there anyone out there who can write me a good letter of recommendation?",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",11/12/09 05:03 PM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","comes with a dipping sauce.",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",11/06/09 09:43 PM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","Love everything about going home except the traffic.",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",11/25/09 08:08 AM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","My foot really hurts. How do I know if it is broken?",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",10/22/09 06:35 AM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","Read my review of Precious. http:////www.examiner.com//examiner//x-24676-Gainesville-Film-Industry-Examiner~y2009m11d22-Precious",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",11/22/09 09:07 PM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","Check out my review of Pirate Radio. http:////www.examiner.com//examiner//x-24676-Gainesville-Film-Industry-Examiner~y2009m11d16-Pirate-Radio",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",11/16/09 11:52 PM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","Dear Jets, Your defense ain't shit. *PROPNAME* is a cry baby who got showed up by *PROPNAME*. You can't touch Miami. Stop debating it.",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",10/13/09 03:57 AM,326,50112.9,95.18,0.02,51706,0.49,0.11
"e4a512374eee079d2b8acc2ce69990d5","saw Old Dogs...the things I do for my parents.",5.00,2.75,4.50,3.00,4.25,"y","n","y","n","y",11/26/09 10:54 PM,326,50112.9,95.18,0.02,51706,0.49,0.11
